genre,meta_mixed,meta_negative,meta_positive,metascore,movie_title,release_date,user_mixed,user_negative,user_positive,userscore
"Comedy,Romance",1,11,0,9,Dirty Love,23-Sep-05,2,93,28,2.3
"Drama,Mystery,Thriller,Horror,Romance",3,2,14,69,Audition,8-Aug-01,9,7,102,8.3
"Fantasy,Comedy,Romance",11,1,28,67,Ruby Sparks,25-Jul-12,11,0,103,8.1
"Biography,Drama,History",13,1,36,69,The Birth of a Nation,7-Oct-16,22,34,55,5.5
"Thriller,Crime",12,14,4,35,Hannibal Rising,9-Feb-07,30,40,41,4.9
"Sci-Fi,Drama,Comedy,Crime",8,1,24,67,Robot and Frank,17-Aug-12,12,2,95,8.1
"Biography,Drama,Music",10,0,19,66,La Vie en Rose,8-Jun-07,16,7,86,8
"Action,Comedy",24,8,9,45,Snatched,12-May-17,28,63,18,3.1
Drama,11,3,19,58,Biutiful,29-Dec-10,20,12,76,7.2
"Drama,Mystery",18,9,16,53,Irrational Man,17-Jul-15,32,8,62,6.7
"Drama,Thriller,Crime",12,3,18,56,The Brave One,14-Sep-07,24,13,62,7
"Drama,Fantasy,Romance",9,11,6,40,Beastly,4-Mar-11,24,31,39,5.4
"Drama,Romance",1,1,10,64,To All the Boys I've Loved Before,17-Aug-18,15,4,74,7.8
"Action,Comedy",15,13,1,32,Ride Along 2,15-Jan-16,40,30,23,4.6
"Biography,Drama,Family",5,0,18,71,October Sky,19-Feb-99,10,1,81,8.5
Comedy,13,6,1,36,Parental Guidance,25-Dec-12,29,29,33,5
"Action,Sci-Fi,Drama,Thriller",14,1,21,65,High-Rise,13-May-16,34,25,31,5.1
"Biography,Drama,History,Romance",15,5,14,50,The Other Boleyn Girl,29-Feb-08,29,14,47,6.4
"Action,Adventure,Sci-Fi,Thriller",6,1,7,62,The Abyss,9-Aug-89,12,4,73,7.6
"Action,Drama,Mystery,Thriller,Crime",13,3,8,49,Den of Thieves,19-Jan-18,38,11,40,6.3
"Action,Adventure,Thriller,Fantasy,Horror,Comedy",15,5,5,43,Cirque du Freak: The Vampire's Assistant,23-Oct-09,22,26,41,5.7
"Comedy,Romance",0,0,19,97,Some Like It Hot,29-Mar-59,5,4,77,8.3
"Adventure,Drama,Comedy,Romance,Family",13,15,0,27,Are We There Yet?,21-Jan-05,14,45,23,4.1
"Biography,Drama,Sport",10,0,18,63,Invincible,25-Aug-06,12,7,61,7.7
"Drama,Thriller,Romance,Crime",6,5,7,52,Wild at Heart,12-Aug-90,15,13,52,6.6
"Biography,Drama,Thriller,Crime",18,4,9,52,"Extremely Wicked, Shockingly Evil and Vile",3-May-19,31,6,43,6.6
"Comedy,Romance",13,6,12,51,Going the Distance,3-Sep-10,27,11,42,6.5
Comedy,21,12,4,36,Arthur,8-Apr-11,26,26,28,5
"Drama,Thriller,Crime",13,4,18,55,Harry Brown,30-Apr-10,23,6,48,6.9
"Comedy,Family",6,0,13,64,The Parent Trap,29-Jul-98,13,4,57,7.8
"Action,Sci-Fi",7,0,12,64,District 13: Ultimatum,5-Feb-10,12,6,54,7.8
"Biography,Drama,History,War",19,0,17,57,The Zookeeper's Wife,31-Mar-17,23,1,47,7.1
"Sci-Fi,Fantasy,Horror,Comedy",7,7,14,53,John Dies at the End,25-Jan-13,22,8,40,6.7
Drama,26,2,10,49,Cake,23-Jan-15,25,9,35,6.3
"Biography,Drama,Thriller,Documentary",31,2,9,49,The Fifth Estate,18-Oct-13,30,8,31,6.3
"Biography,Drama,Music",15,3,6,46,El cantante,3-Aug-07,4,26,39,6
"Action,Comedy,Romance",4,5,8,52,Mr. Right,8-Apr-16,19,9,39,6.6
"Biography,History,Thriller,War",11,1,17,59,Anthropoid,12-Aug-16,20,1,43,7.3
"Biography,Drama,Mystery,Thriller,Crime",16,1,11,58,The Highwaymen,15-Mar-19,18,2,44,7.2
Drama,22,6,15,52,Labor Day,27-Dec-13,16,9,39,6.6
"Action,Sci-Fi,Horror",7,15,4,35,Ghosts of Mars,24-Aug-01,15,27,22,4.9
"Sport,Comedy,Romance",2,1,13,73,Bull Durham,15-Jun-88,7,1,55,8.7
"Drama,Fantasy,Comedy",19,3,7,47,The Odd Life of Timothy Green,15-Aug-12,18,11,34,6.1
"Drama,Comedy,Romance",10,3,23,59,What If,8-Aug-14,15,1,46,7.3
Thriller,12,9,8,45,Straw Dogs,16-Sep-11,28,6,27,5.9
"Action,Adventure,Sci-Fi,Fantasy,Comedy,Animation,Family",11,7,5,41,Monster Trucks,13-Jan-17,22,15,24,5.5
Thriller,6,7,4,34,The Glass House,14-Sep-01,8,45,8,2
"Fantasy,Music,Animation,Family",9,1,17,59,Fantasia 2000,1-Jan-00,12,4,44,7.3
"Music,Documentary",14,5,9,48,Glee: The 3D Concert Movie,12-Aug-11,5,16,35,6.2
"Biography,Drama,Music",9,3,24,67,Last Days,22-Jul-05,9,22,24,5.3
"Drama,Thriller,Crime",15,14,2,31,The Book of Henry,16-Jun-17,14,23,18,4.5
"Action,Thriller,Comedy,Crime",2,1,10,61,Red Heat,17-Jun-88,16,0,36,7.5
Drama,17,5,9,49,People Like Us,29-Jun-12,16,8,27,6.3
"Mystery,Thriller,Film-Noir",1,0,29,97,The Third Man,3-Sep-49,3,2,45,8.3
"Thriller,Horror",8,0,3,54,Pontypool,29-May-09,12,7,31,6.8
"Thriller,Horror",14,3,7,53,The Awakening,17-Aug-12,17,2,30,6.7
"Drama,Animation,Family,Musical",0,0,11,96,Dumbo,31-Oct-41,3,1,44,8.2
"Biography,Drama,Crime",5,0,29,68,Infamous,13-Oct-06,3,5,40,8.2
"Drama,Comedy,Romance",5,2,7,60,Sierra Burgess Is a Loser,7-Sep-18,12,19,17,4.6
"Action,Thriller,Crime",20,3,9,49,The Sentinel,21-Apr-06,17,6,24,6.3
"Comedy,Music,Documentary",4,12,17,48,I'm Still Here,10-Sep-10,12,10,25,6.2
Drama,0,0,16,87,Elena,18-May-12,5,5,36,7.3
"Drama,Comedy",7,0,29,68,Beatriz at Dinner,9-Jun-17,16,10,20,5.4
"Drama,Comedy,Romance",4,0,24,75,Bulworth,19-May-98,3,2,40,8.9
"Drama,Comedy,Romance",5,2,3,55,The First Time,19-Oct-12,13,5,27,6.9
Drama,0,0,25,89,Goodbye Solo,27-Mar-09,11,2,31,7.5
"Action,Drama,Thriller,Crime",1,0,18,86,Drug War,26-Jul-13,6,5,33,7.2
"Comedy,Crime",18,12,4,37,Analyze That,6-Dec-02,21,10,13,5.1
"Adventure,Family",14,3,8,47,Max,26-Jun-15,13,6,24,6.1
Comedy,4,22,2,18,Boat Trip,21-Mar-03,7,26,10,3.2
"Drama,Comedy",3,0,29,84,A Christmas Tale,14-Nov-08,6,7,28,7
"Biography,Drama,Mystery,Thriller,Crime",17,4,10,51,Papillon,24-Aug-18,15,5,21,6.5
Drama,10,7,9,46,28 Days,14-Apr-00,17,6,18,6
"Thriller,Horror",7,10,1,31,Friend Request,22-Sep-17,10,17,14,4.5
"Comedy,Crime",13,13,4,31,Lucky Numbers,27-Oct-00,4,21,16,4.5
"Thriller,Comedy,Romance,Family",19,5,7,43,The Princess Diaries 2: Royal Engagement,11-Aug-04,20,7,13,5.7
Drama,0,0,20,90,Gett: The Trial of Viviane Amsalem,13-Feb-15,6,4,28,7.6
Drama,3,3,12,60,Trust,1-Apr-11,6,2,28,7.4
"Drama,Comedy,Romance",11,12,6,41,Home Again,8-Sep-17,11,10,15,5.5
"Thriller,Horror",5,7,2,37,Jessabelle,7-Nov-14,15,10,11,5.1
"Drama,Thriller",2,12,0,25,Shut In,11-Nov-16,9,18,6,3.9
"Drama,Comedy,Crime",4,0,10,73,Something Wild,7-Nov-86,2,2,28,8.7
Drama,8,1,23,64,Mother and Child,7-May-10,4,3,25,7.8
"Action,Thriller,Romance",6,0,7,62,Kites,21-May-10,2,5,24,7.6
"Drama,Comedy,Romance",4,1,11,69,Happy Together,30-Oct-97,3,1,26,8.3
"Mystery,Thriller,Horror",7,0,3,54,The Pact,6-Jul-12,8,2,20,6.8
"Drama,Thriller,Comedy,Crime",6,0,4,58,Leaves of Grass,2-Apr-10,6,2,21,7.2
"Drama,Thriller",6,0,27,75,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,14-Apr-17,11,4,13,6.1
Thriller,5,2,4,54,I Am Not a Serial Killer,26-Aug-16,10,3,15,6.8
"Comedy,Romance",12,9,11,44,America's Sweethearts,20-Jul-01,10,6,12,5.8
"Drama,Comedy",4,2,24,70,Primary Colors,20-Mar-98,4,0,23,8.4
"Adventure,Animation,Family,Musical",1,0,7,65,The Jungle Book,18-Oct-67,6,0,21,7.9
"Drama,Thriller,Crime",13,1,3,49,Texas Killing Fields,14-Oct-11,15,3,9,6.3
Comedy,3,0,15,70,"Turn Me On, Dammit!",30-Mar-12,2,3,21,8.4
"Action,Sci-Fi,Drama,Thriller",7,1,10,62,Sleight,28-Apr-17,9,7,10,4.8
"Drama,Comedy,Romance",12,0,12,59,Miss You Already,6-Nov-15,7,1,18,7.3
"Drama,Mystery,Thriller,Romance",11,2,14,59,Waking the Dead,24-Mar-00,4,4,17,7.3
Comedy,9,6,15,55,"For a Good Time, Call...",31-Aug-12,9,1,15,6.9
"Drama,History,Thriller,Romance",9,1,18,68,Never Look Away,25-Jan-19,3,0,21,8.2
"Drama,Thriller,Crime",7,2,16,61,13 Tzameti,28-Jul-06,3,2,19,7.5
"Adventure,Fantasy,Animation,Family",14,5,7,49,Return to Never Land,15-Feb-02,8,4,12,6.3
"Action,Thriller",3,3,2,39,The Numbers Station,26-Apr-13,11,5,8,5.3
"Drama,Thriller,Romance",15,0,12,56,Breaking and Entering,15-Dec-06,3,3,17,7
"Thriller,Horror",4,3,3,56,A Nightmare on Elm Street 4: The Dream Master,19-Aug-88,7,2,13,7
"Action,Comedy,Crime",11,5,4,46,Next Day Air,8-May-09,8,5,9,6
Thriller,14,6,2,40,Phantom,1-Mar-13,9,5,8,5.4
"Sci-Fi,Drama,Thriller",1,0,9,80,The Survivalist,19-May-17,5,2,14,6.6
"Biography,Drama,Thriller,Crime",12,6,6,42,Devil's Knot,9-May-14,12,3,6,5.6
"Drama,Comedy",10,5,0,35,Paradise,18-Oct-13,7,8,6,4.9
Drama,2,0,15,78,Breathe,11-Sep-15,4,4,12,6.4
"Drama,Comedy",0,2,14,69,Slacker,5-Jul-91,3,0,17,8.3
"Horror,Comedy",5,1,6,57,The Revenant,24-Aug-12,5,2,13,7.1
"Drama,History,Documentary",0,0,25,84,My Winnipeg,13-Jun-08,2,4,13,7
History,5,0,15,69,Even the Rain (Tambien la Lluvia),11-Feb-11,1,0,18,8.3
Comedy,8,1,11,57,The Grand Seduction,30-May-14,6,1,12,7.1
Comedy,4,2,2,47,Sordid Lives,11-May-01,2,6,11,6.1
"Comedy,Romance",4,5,4,38,Gigantic,3-Apr-09,5,6,8,5.2
Drama,1,0,7,93,The Servant,16-Mar-64,0,2,16,7.9
"Mystery,Thriller,Fantasy,Horror",5,2,14,64,Wes Craven's New Nightmare,14-Oct-94,2,1,15,7.8
Fantasy,6,2,12,61,Drawing Restraint 9,29-Mar-06,1,4,13,7.5
Documentary,0,0,27,94,Amazing Grace,23-Nov-18,1,1,15,8
"Drama,Comedy",2,0,7,73,Mr. Smith Goes to Washington,19-Oct-39,1,0,16,8.7
Drama,5,1,3,47,I Am David,3-Dec-04,4,4,9,6.1
"Adventure,Biography,Drama,Comedy,Music,Documentary",3,1,16,70,Raiders!: The Story of the Greatest Fan Film Ever Made,17-Jun-16,1,6,9,5.6
"Biography,Drama,Comedy",9,0,23,70,Final Portrait,23-Mar-18,7,4,5,5.6
"Drama,Comedy",7,1,22,69,Life During Wartime,23-Jul-10,5,4,7,5.5
Comedy,3,2,6,63,Zero Charisma,11-Oct-13,3,2,11,7.7
"Drama,Thriller",7,3,1,39,Zipper,28-Aug-15,10,3,3,5.3
Drama,5,0,18,79,Fill the Void,24-May-13,2,3,10,6.5
"Thriller,Horror",4,1,9,71,Dawn of the Dead,24-May-79,3,0,12,8.5
Drama,3,0,16,67,The Year My Parents Went on Vacation,15-Feb-08,0,1,14,8.1
"Adventure,Drama,Animation,Family",6,0,9,65,The Fox and the Hound,10-Jul-81,4,0,11,7.9
Drama,6,1,18,63,One True Thing,18-Sep-98,3,1,11,7.7
"Thriller,Horror",4,2,7,60,Day of the Dead,19-Jul-85,2,2,11,7.4
"Drama,Comedy,Musical",12,3,17,55,Camp,25-Jul-03,7,1,7,6.9
"Drama,Sport,Comedy,Romance",4,1,3,55,Fever Pitch,24-Sep-99,3,3,9,6.9
"Drama,Romance",10,4,1,39,Silk,14-Sep-07,7,4,4,5.3
"Drama,Documentary",0,0,20,89,The Overnighters,10-Oct-14,1,2,11,7.5
"Drama,Fantasy,Animation",2,0,6,72,Maquia: When the Promised Flower Blooms,20-Jul-18,0,0,14,8.6
"Drama,Romance",9,0,13,60,Gloomy Sunday,7-Nov-03,1,2,11,7.4
"Drama,Romance,Western",13,3,13,55,All the Pretty Horses,25-Dec-00,3,2,9,6.9
Drama,2,0,11,80,What Richard Did,10-May-13,1,3,9,6.6
"Drama,Mystery,Comedy,Romance,Crime",5,2,27,70,The Barbarian Invasions,21-Nov-03,1,4,8,5.6
"Drama,Romance",5,0,11,64,Changing Times,14-Jul-06,1,1,11,7.8
Drama,9,0,10,63,Human Capital,14-Jan-15,3,0,10,7.7
Drama,11,1,9,59,Hateship Loveship,11-Apr-14,4,0,9,7.3
"Drama,Romance",11,0,8,58,Norwegian Wood,6-Jan-12,6,0,7,7.2
Documentary,8,0,4,55,Darshan: The Embrace,26-Jul-06,0,3,10,6.9
Drama,9,2,4,54,Cymbeline,13-Mar-15,6,5,2,4
"Biography,Drama,Western",7,2,6,51,The Kid,8-Mar-19,5,2,6,6.5
"Drama,Thriller,Horror",3,3,3,50,Lovely Molly,18-May-12,4,2,7,6.4
"Drama,Comedy",9,6,4,41,Holy Man,9-Oct-98,3,4,6,5.5
"Drama,Thriller,Crime",9,8,2,36,Captive,18-Sep-15,6,4,3,5
Drama,10,0,11,64,Cold Weather,4-Feb-11,4,3,5,5
"Sci-Fi,Thriller",6,0,3,60,The Andromeda Strain,12-Mar-71,2,0,10,7.4
"Drama,Thriller",9,2,1,43,Donkey Punch,23-Jan-09,3,3,6,5.7
"Action,Drama,History,Romance",2,0,18,78,The Princess of Montpensier,15-Apr-11,2,2,7,6.4
"Drama,Sport,Music,Documentary",2,0,14,74,Ballet 422,6-Feb-15,2,3,6,6
"Drama,Romance",3,1,12,68,Come Undone,29-Jun-01,1,1,9,8.2
Drama,8,1,4,61,Trucker,9-Oct-09,3,1,7,7.5
"Drama,Comedy,Romance",13,3,6,51,The Baxter,26-Aug-05,1,3,7,6.5
Documentary,5,1,3,51,Zizek!,17-Nov-05,4,1,6,6.5
Drama,0,0,13,76,Down to the Bone,25-Nov-05,3,2,5,6.2
"Thriller,Comedy,Romance,Crime,Music",2,0,7,72,Sound of Noise,9-Mar-12,3,2,5,5.8
"Drama,Comedy",4,0,7,65,Miss Stevens,16-Sep-16,2,0,8,7.9
"Drama,Romance",7,0,10,62,Touched With Fire,12-Feb-16,5,2,3,4.8
"Drama,Comedy",12,0,13,60,Where Do We Go Now?,11-May-12,3,0,7,7.4
"Action,Mystery,Thriller,Crime",5,0,2,58,Magnum Force,25-Dec-73,3,0,7,7.2
"Drama,Thriller,Crime",8,2,6,53,A Single Shot,20-Sep-13,6,0,4,6.7
Documentary,1,1,20,91,EX LIBRIS: The New York Public Library,13-Sep-17,0,1,8,7.7
"History,War,Documentary",3,0,9,75,S21: The Khmer Rouge Death Machine,19-May-04,3,1,5,6.1
Documentary,1,0,10,73,The Cats of Mirikitani,2-Mar-07,0,1,8,8.7
Drama,3,1,15,68,Noi the Albino,17-Mar-04,0,1,8,8.2
"Biography,Drama,Thriller,Romance,War",8,1,18,64,Official Secrets,30-Aug-19,0,0,9,7.8
"Sci-Fi,Drama,Family",4,1,4,59,Advantageous,26-Jun-15,2,1,6,7.3
"Drama,Thriller",4,1,2,46,Come and Find Me,11-Nov-16,7,0,2,6
Drama,9,6,2,37,The Face of an Angel,19-Jun-15,5,2,2,5.1
"Drama,Mystery,Crime",0,0,18,98,Rashomon,26-Dec-51,2,0,6,8.4
Drama,2,0,10,82,Heal the Living,14-Apr-17,2,1,5,6.8
"Drama,Comedy",1,0,11,79,Tu Dors Nicole,29-May-15,1,2,5,6.5
"Drama,Romance,War",4,0,11,71,Earth,10-Sep-99,0,1,7,8.5
"Drama,Crime",5,2,4,55,'R Xmas,8-Nov-02,2,0,6,6.9
"Drama,Thriller,Romance",11,4,10,54,And Now... Ladies and Gentlemen...,1-Aug-03,0,3,5,6.8
"Drama,Comedy,Romance",13,3,8,51,The Face of Love,7-Mar-14,5,0,3,6.5
"Drama,Crime",5,2,3,49,The Killing of John Lennon,2-Jan-08,1,2,5,6.3
"Action,Thriller,Crime",10,2,1,40,In the Blood,4-Apr-14,4,1,3,5.4
Documentary,0,0,9,88,45365,18-Jun-10,1,1,5,7.4
"Drama,Mystery,Thriller",1,0,11,88,The Fallen Idol (re-release),10-Feb-06,1,1,5,7.4
"Drama,Documentary",1,0,14,77,Code Black,20-Jun-14,1,2,4,6.3
"Action,Thriller,Crime",2,0,20,73,Exiled,31-Aug-07,2,2,3,5.9
"Action,Thriller",2,0,8,72,7 Boxes,7-Feb-14,1,0,6,8.6
"Biography,History,Documentary",4,0,10,72,Gore Vidal: The United States of Amnesia,23-May-14,1,0,6,8.6
"Action,Drama,Thriller",2,0,9,70,The Quake,14-Dec-18,6,0,1,5.6
Drama,2,1,18,67,Meduzot,4-Apr-08,0,1,6,8.1
Thriller,5,0,13,65,The Gingerbread Man,23-Jan-98,1,0,6,7.9
"Drama,Thriller",6,0,6,62,Aftermath,1-Nov-13,1,0,6,7.6
Drama,7,0,2,60,Electrick Children,8-Mar-13,0,1,6,7.4
"Adventure,Drama",3,1,5,60,Pilgrimage,11-Aug-17,3,0,4,7.4
"Comedy,Crime",8,2,9,55,The Fall of the American Empire,31-May-19,1,1,5,6.9
"Drama,Thriller,Crime",4,4,2,37,Dirty,24-Feb-06,1,3,3,5.1
Thriller,2,0,5,72,Daylight,15-Jul-11,3,1,2,5.8
"Drama,Crime",10,1,9,59,Heli,13-Jun-14,3,0,3,7.3
Horror,8,3,7,54,Night of the Living Dead,19-Oct-90,4,0,2,6.8
Drama,3,1,3,53,Duck,11-May-07,0,2,4,6.7
"Music,Documentary",7,1,3,53,I Trust You to Kill Me,8-Sep-06,3,0,3,6.7
"Drama,Mystery,Thriller,Crime",4,2,1,49,The Wannabe,4-Dec-15,4,0,2,6.3
"Drama,War",3,0,12,72,A Secret,5-Sep-08,0,2,3,5.8
"Drama,Comedy,Animation",2,0,17,72,My Entire High School Sinking Into the Sea,14-Apr-17,2,1,2,5.8
"Adventure,Biography,Family,Documentary,Short",5,0,7,66,Island of Lemurs: Madagascar,4-Apr-14,1,2,2,5.2
Documentary,4,0,4,64,"Doing Time, Doing Vipassana",8-Jul-05,0,1,4,7.8
"Drama,Mystery,Fantasy,Horror",2,5,6,50,Marebito (The Stranger from Afar),9-Dec-05,1,1,3,6.4
"Action,Sci-Fi,Fantasy,Romance",3,8,1,28,Highlander: The Final Dimension,27-Jan-95,1,3,1,4.2
Drama,1,0,9,74,Roxanne Roxanne,23-Mar-18,3,0,1,6
Drama,1,0,11,74,Sand Storm,28-Sep-16,0,1,3,6
Documentary,5,0,7,64,Orgasm Inc.,11-Feb-11,2,0,2,7.8
"Drama,Comedy,Romance",11,1,11,56,Once Upon a Time in the Midlands,29-Aug-03,0,0,4,7
"Drama,Romance",15,2,9,54,A Walk in the Clouds,11-Aug-95,2,0,2,6.8
Documentary,8,3,6,52,Chasing Madoff,26-Aug-11,1,2,1,3.8
Documentary,6,1,1,51,Tony Robbins: I Am Not Your Guru,13-Jul-16,2,0,2,6.5
"Drama,Romance",10,3,5,49,The Tomorrow Man,22-May-19,2,0,2,6.3
"Horror,Documentary",13,2,1,46,The Devil and Father Amorth,20-Apr-18,3,0,1,6
"Comedy,Romance,Crime",2,5,1,31,Hit by Lightning,31-Oct-14,1,2,1,4.5
"Action,Adventure,Sci-Fi,Fantasy",4,0,51,81,Star Wars: Episode VII - The Force Awakens,18-Dec-15,"1,032","1,423","4,744",6.8
"Biography,Drama,History,Comedy",1,0,41,95,The Social Network,1-Oct-10,169,86,"1,670",8.2
"Action,Adventure,Drama,Fantasy",14,4,22,57,Thor,6-May-11,389,114,"1,206",7
"Drama,Thriller,Crime,Western",1,1,35,91,No Country for Old Men,9-Nov-07,182,191,"1,330",7.8
"Action,Adventure,Sci-Fi,Fantasy",29,3,16,52,X-Men: Apocalypse,27-May-16,382,181,787,6.5
"Action,Sci-Fi,Drama",9,2,27,65,X-Men: First Class,3-Jun-11,154,44,"1,075",7.8
"Action,Adventure,Horror,Comedy",6,0,25,73,Zombieland,2-Oct-09,61,48,"1,024",8.6
"Action,Sci-Fi,Thriller",8,3,28,62,V for Vendetta,17-Mar-06,72,165,845,7.5
"Action,Adventure,Fantasy",19,5,12,50,Pirates of the Caribbean: At World's End,25-May-07,194,216,549,6.3
"Adventure,Drama,Comedy,Animation,Family,Musical",28,5,20,55,The Lion King,19-Jul-19,114,170,530,6.8
"Action,Thriller,Crime",4,0,10,72,Die Hard,15-Jul-88,118,202,427,5.9
"Adventure,Drama,Fantasy,Comedy,Animation,Family",4,0,29,74,How to Train Your Dragon,26-Mar-10,39,11,687,8.7
"Action,Adventure,Thriller,Crime",22,4,19,56,The Fate of the Furious,14-Apr-17,143,107,430,6.9
Comedy,22,8,10,44,The Hangover Part II,26-May-11,280,123,255,5.7
"Thriller,Crime",5,0,16,69,Batman,23-Jun-89,48,16,534,8.2
"Action,Adventure,Sci-Fi,Fantasy",22,6,17,51,Valerian and the City of a Thousand Planets,21-Jul-17,166,98,312,6.4
"Mystery,Thriller",24,7,9,46,The Da Vinci Code,19-May-06,132,146,286,5.9
"Action,Adventure,Sci-Fi,Fantasy,Horror",7,0,30,72,Hellboy,2-Apr-04,61,17,484,8.5
"Action,Sci-Fi,Thriller,Fantasy",19,11,9,40,X-Men Origins: Wolverine,1-May-09,237,132,187,5.3
"Action,Adventure,Sci-Fi,Thriller",19,26,2,27,Transformers: The Last Knight,21-Jun-17,136,259,126,4
"Thriller,Comedy,Crime",5,0,30,74,Ocean's Eleven,7-Dec-01,36,4,445,8.7
"Action,Adventure,Thriller,Fantasy,Horror",21,18,5,34,The Mummy,9-Jun-17,184,166,132,4.7
"Adventure,Fantasy,Animation",2,0,27,76,Princess Mononoke,29-Oct-99,14,19,427,8.9
"Action,Drama,Thriller,Crime",17,5,14,50,Jack Reacher,21-Dec-12,131,63,253,6.3
"Action,Adventure,Drama,Thriller",18,12,12,43,San Andreas,29-May-15,172,85,172,5.6
Comedy,4,18,1,18,Movie 43,25-Jan-13,51,271,89,3.1
"Biography,Drama,History,Thriller",4,0,47,83,The Post,22-Dec-17,71,48,281,7
"Sci-Fi,Comedy",14,2,21,57,Paul,18-Mar-11,127,22,247,7
"Adventure,Comedy,Animation,Family",9,0,20,63,Rio,15-Apr-11,66,26,299,7.6
"Action,Adventure,Sci-Fi,Thriller,Fantasy",16,5,10,48,The Mummy Returns,4-May-01,74,201,109,3.5
"Action,Adventure,Sci-Fi,Thriller,Romance",22,8,10,42,The Divergent Series: Insurgent,20-Mar-15,158,84,141,5.5
Horror,12,12,3,37,Annabelle,3-Oct-14,135,119,112,5
"Mystery,Thriller",8,3,19,61,Enemy,14-Mar-14,38,46,277,7.4
"Mystery,Thriller,Horror",5,1,23,74,The Others,10-Aug-01,23,7,314,8.7
"Drama,Romance",2,0,42,94,Amour,19-Dec-12,36,18,257,8.1
"Drama,Romance",14,0,26,62,The Devil Wears Prada,30-Jun-06,51,19,222,7.5
"Action,Adventure,Sci-Fi",23,12,11,45,Rampage,13-Apr-18,119,38,98,5.8
"Biography,Drama,War",18,2,20,58,Jarhead,4-Nov-05,47,34,172,7.1
"Thriller,Horror,Crime",2,0,7,73,Cape Fear,13-Nov-91,23,4,217,8.6
"Action,Comedy,Crime",23,2,10,52,Central Intelligence,17-Jun-16,99,18,120,6.5
"Action,Adventure,Sci-Fi,Comedy,Animation,Family",12,3,20,56,Monsters vs Aliens,27-Mar-09,74,22,140,6.9
"Adventure,Comedy,Animation,Family",10,1,20,67,The Peanuts Movie,6-Nov-15,25,6,182,8
"Action,Adventure,Drama,History,Romance",16,11,6,39,Pompeii,21-Feb-14,88,58,65,5.2
"Action,Biography,Drama,Thriller",21,2,20,58,Snowden,16-Sep-16,51,14,145,7.1
"Drama,Comedy",20,1,24,58,August: Osage County,25-Dec-13,36,20,152,7.1
"Action,Adventure,Sci-Fi,Thriller,Romance",13,12,3,35,The Host,29-Mar-13,53,78,77,4.8
Comedy,3,1,46,83,Everybody Wants Some!!,30-Mar-16,29,25,136,7
Drama,7,2,29,65,My Week with Marilyn,23-Nov-11,38,8,142,7.8
Action,14,18,1,31,Red Dawn,21-Nov-12,48,82,54,4.4
"Action,Adventure,Sci-Fi,Drama,Mystery,Thriller,Crime",27,11,9,42,Inferno,28-Oct-16,90,31,61,5.5
"Adventure,Comedy",8,14,6,34,Year One,19-Jun-09,48,72,60,4.7
"Sci-Fi,Drama,Comedy,Romance",12,3,21,59,Seeking a Friend for the End of the World,22-Jun-12,50,10,115,7.2
"Comedy,Romance",16,12,7,39,The Other Woman,25-Apr-14,50,48,66,5.2
Drama,5,13,1,16,Showgirls,22-Sep-95,18,101,35,2.9
"Comedy,Romance",2,0,35,81,Top Five,12-Dec-14,24,23,105,6.8
"Adventure,Fantasy,Comedy,Family",14,9,10,47,Night at the Museum: Secret of the Tomb,19-Dec-14,72,19,59,6
"Drama,Romance,War",3,0,28,87,The English Patient,15-Nov-96,20,16,112,7.4
"Action,Adventure,Drama,History",21,10,3,38,Ben-Hur,19-Aug-16,43,43,57,5.1
"Action,Adventure,Romance",11,5,20,56,A Knight's Tale,11-May-01,44,10,86,6.9
"Drama,History,Romance,War",1,0,17,97,Gone with the Wind,17-Jan-40,10,11,110,8.4
"Adventure,Comedy,Music,Animation",1,0,34,91,The Triplets of Belleville,26-Nov-03,10,16,99,7.8
"Biography,Drama",16,4,20,55,Hitchcock,23-Nov-12,43,7,75,6.8
Documentary,1,0,7,73,Indie Game: The Movie,18-May-12,3,2,117,8.6
"Action,Sci-Fi,Comedy,Western",10,11,4,38,Wild Wild West,30-Jun-99,37,41,42,5.1
"Action,Thriller",16,6,8,45,American Assassin,15-Sep-17,48,23,48,5.8
"Drama,Romance",3,0,29,75,The Cider House Rules,10-Dec-99,5,5,100,8.8
Drama,3,1,24,75,The Believer,17-May-02,3,4,99,8.8
"Drama,Horror",1,0,14,96,Rosemary's Baby,12-Jun-68,7,5,93,8.3
"Action,Drama,Mystery,Thriller,Crime",13,6,12,49,Four Brothers,12-Aug-05,33,18,53,6.2
"Action,Adventure,Drama,History,War",18,4,10,46,Red Tails,20-Jan-12,34,24,46,5.9
"Comedy,Romance",24,4,13,48,One Day,19-Aug-11,38,18,47,6.1
Drama,18,2,8,51,My Sister's Keeper,26-Jun-09,26,18,58,6.4
"Drama,Comedy,Romance",12,1,20,59,"Definitely, Maybe",14-Feb-08,19,7,75,7.2
"Action,Biography,Drama,History,War",18,2,18,59,Outlaw King,9-Nov-18,35,4,62,7.2
"Biography,Drama,Music,Musical",24,4,16,54,Jersey Boys,20-Jun-14,31,8,56,6.7
"Adventure,Drama,Romance,Family",9,1,21,64,Eight Below,17-Feb-06,11,9,73,7.7
"Action,Adventure,Thriller,Crime",13,15,8,38,Mile 22,17-Aug-18,38,28,24,5.1
