genre,meta_mixed,meta_negative,meta_positive,metascore,movie_title,release_date,user_mixed,user_negative,user_positive,userscore
"Drama,Mystery,Thriller,Crime",0,0,15,95,Anatomy of a Murder,1-Jul-59,0,0,3,tbd
"Comedy,Romance,Family",0,1,16,91,Bringing Up Baby,18-Feb-38,1,0,2,tbd
"Drama,Fantasy",0,0,19,91,After Life,12-May-99,0,2,1,tbd
Drama,1,0,6,91,Gavagai,3-Aug-18,0,1,2,tbd
"Drama,Sport",1,0,17,90,The Hustler,25-Sep-61,0,0,3,tbd
"Comedy,Romance",0,0,7,90,The Circus,1-Jan-29,0,0,3,tbd
"History,Documentary",1,0,20,89,National Gallery,5-Nov-14,1,0,2,tbd
"Crime,Documentary",0,0,9,85,Tales of the Grim Sleeper,26-Dec-14,0,1,2,tbd
Documentary,1,0,11,84,The Waiting Room,28-Sep-12,1,0,2,tbd
Drama,0,0,9,83,Rosie,19-Jul-19,1,1,1,tbd
"Biography,History,Documentary,News",0,0,7,82,Levitated Mass,5-Sep-14,0,1,2,tbd
"Sport,Documentary",1,0,7,80,Nossa Chape,1-Jun-18,0,0,3,tbd
Documentary,0,0,11,80,Fiddler: A Miracle of Miracles,23-Aug-19,0,1,2,tbd
"Animation,Documentary",0,0,10,80,Liyana,10-Oct-18,0,1,2,tbd
"Music,Documentary",1,0,21,80,David Crosby: Remember My Name,19-Jul-19,0,1,2,tbd
"Biography,History,Documentary,News",0,0,7,79,Colliding Dreams,4-Mar-16,0,0,3,tbd
Documentary,1,0,11,79,The Order of Myths,25-Jul-08,0,1,2,tbd
"Thriller,Crime",1,1,11,78,House of Games,14-Oct-87,1,0,2,tbd
Documentary,0,0,11,78,Tickling Giants,15-Mar-17,0,0,3,tbd
Drama,1,0,15,77,Abuse of Weakness,15-Aug-14,2,0,1,tbd
Documentary,0,0,13,77,People's Republic of Desire,30-Nov-18,0,2,1,tbd
Documentary,2,0,7,77,The Decline of Western Civilization Part III,7-Jul-00,0,1,2,tbd
"Adventure,Biography,History,Documentary",2,0,5,77,How to Change the World,9-Sep-15,0,1,2,tbd
Documentary,4,0,15,77,"Monrovia, Indiana",26-Oct-18,0,1,2,tbd
Documentary,1,0,10,76,The Death and Life of Marsha P. Johnson,6-Oct-17,0,0,3,tbd
Drama,1,0,17,76,Outside In,30-Mar-18,1,0,2,tbd
"Drama,Crime,Documentary,News",1,0,18,76,"3 1/2 Minutes, 10 Bullets",19-Jun-15,0,1,2,tbd
Documentary,0,0,8,76,Keep Quiet,10-Feb-17,0,1,2,tbd
"Drama,Comedy",3,1,20,76,Trees Lounge,11-Oct-96,0,0,3,tbd
"Biography,Drama,Music,Documentary",1,0,12,76,Afternoon of a Faun: Tanaquil Le Clercq,5-Feb-14,0,0,3,tbd
"Adventure,Sci-Fi,Animation",0,0,7,76,Promare,17-Sep-19,0,0,3,tbd
"Drama,Romance",0,0,13,75,Heavy,5-Jun-96,0,2,1,tbd
Drama,1,0,8,75,Charlie's Country,5-Jun-15,2,0,1,tbd
"Drama,Thriller,Horror",4,0,11,75,What Ever Happened to Baby Jane?,31-Oct-62,0,0,3,tbd
"Drama,Crime,Western",2,0,19,74,Little Woods,19-Apr-19,1,0,2,tbd
Drama,1,0,10,74,Land and Shade,17-Jun-16,1,0,2,tbd
Documentary,3,0,7,73,The Rape of Recy Taylor,8-Dec-17,1,0,2,tbd
Documentary,3,0,9,73,(T)error,7-Oct-15,0,0,3,tbd
Documentary,0,0,7,73,China Blue,26-Jan-07,0,0,3,tbd
"Drama,Comedy",2,0,12,73,Big Animal,20-Feb-04,0,0,3,tbd
"Drama,Comedy",3,0,8,72,One Week and a Day,28-Apr-17,1,0,2,tbd
"Drama,Fantasy,Musical",2,1,9,72,Saturday Church,12-Jan-18,0,0,3,tbd
"Biography,Drama",3,0,11,72,Violette,13-Jun-14,1,0,2,tbd
Documentary,3,0,10,72,The Kill Team,25-Jul-14,0,0,3,tbd
Documentary,1,0,7,72,Isn't This a Time! A Tribute Concert for Harold Leventhal,9-Dec-05,0,0,3,tbd
"Drama,Comedy",4,0,13,72,The Talent Given Us,17-Jun-05,1,0,2,tbd
"Drama,History,Comedy",2,1,11,72,Men Go to Battle,8-Jul-16,0,1,2,tbd
Documentary,2,2,21,71,The Brink,29-Mar-19,1,0,2,tbd
"Drama,Comedy",1,1,11,71,The Farewell Party,22-May-15,0,0,3,tbd
"Biography,Drama",5,0,13,71,Pasolini,10-May-19,0,1,2,tbd
"Drama,Thriller",2,0,12,71,"Cry, the Beloved Country",15-Dec-95,1,0,2,tbd
"Drama,Fantasy,Comedy",1,0,6,71,Sylvio,13-Oct-17,1,0,2,tbd
Drama,3,0,4,71,11 Flowers,22-Feb-13,0,0,3,tbd
Documentary,1,0,6,71,King Leopold's Ghost,18-Aug-06,0,0,3,tbd
Drama,1,0,13,71,Jerichow,15-May-09,0,0,3,tbd
"Biography,History,War,Documentary",1,0,10,71,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",23-Sep-11,1,0,2,tbd
"Music,Documentary",1,0,9,70,Rock the Bells,11-Apr-07,0,0,3,tbd
"Adventure,Mystery,Comedy,Crime,Family,Musical",3,0,9,70,The Great Muppet Caper,26-Jun-81,0,0,3,tbd
"Biography,History,Documentary",2,0,11,70,Citizen Jane: Battle for the City,21-Apr-17,1,0,2,tbd
Documentary,2,0,8,70,Who Gets to Call It Art?,1-Feb-06,1,0,2,tbd
"Drama,Mystery,Fantasy,Romance,Crime",3,1,8,70,Sicilian Ghost Story,30-Nov-18,0,1,2,tbd
Documentary,3,1,9,69,The Cruise,23-Oct-98,2,0,1,tbd
"Drama,Mystery,Romance,Crime,War",0,1,8,69,The Reports on Sarah and Saleem,12-Jun-19,0,1,2,tbd
Drama,2,0,8,69,Moka,14-Jun-17,1,0,2,tbd
"Biography,History,Documentary",0,1,9,69,Bill W.,18-May-12,0,0,3,tbd
"Adventure,Drama,Romance",3,0,6,68,Here,13-Apr-12,0,1,2,tbd
"Drama,Comedy,Romance",7,0,15,68,Afterglow,26-Dec-97,1,1,1,tbd
Drama,4,0,7,68,Stations of the Cross,10-Jul-15,0,0,3,tbd
"Adventure,Drama,Thriller",6,0,7,68,Sorcerer,24-Jun-77,0,0,3,tbd
Documentary,4,0,7,68,Into Eternity,2-Feb-11,0,1,2,tbd
Documentary,0,2,14,68,Protagonist,30-Nov-07,0,1,2,tbd
"Drama,History,War",4,1,7,68,Purple Butterfly,26-Nov-04,0,0,3,tbd
Documentary,7,0,15,68,The Beauty Academy of Kabul,24-Mar-06,0,1,2,tbd
"Music,Documentary",3,0,6,68,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),10-Sep-10,0,0,3,tbd
Documentary,6,0,11,67,The Gospel According to André,25-May-18,1,0,2,tbd
Documentary,3,0,4,67,Buena Vista Social Club: Adios,26-May-17,0,1,2,tbd
"Drama,Comedy",2,0,9,67,After Everything,12-Oct-18,1,1,1,tbd
"Documentary,News",3,0,7,67,Escape Fire: The Fight to Rescue American Healthcare,5-Oct-12,0,0,3,tbd
Drama,2,0,5,67,Parched,17-Jun-16,1,0,2,tbd
Drama,3,0,12,67,Steel City,25-May-07,0,1,2,tbd
Documentary,4,0,13,67,Been Rich All My Life,21-Jul-06,0,0,3,tbd
"Action,Drama,Crime",4,0,4,67,Super Fly,4-Aug-72,3,0,0,tbd
Drama,6,0,12,67,You Will Be My Son,16-Aug-13,1,0,2,tbd
"Biography,History,War,Documentary",3,0,8,67,The Goebbles Experiment,12-Aug-05,1,0,2,tbd
"Biography,Drama",5,2,14,66,Mrs. Parker and the Vicious Circle,23-Nov-94,0,1,2,tbd
"Drama,Mystery,Thriller",1,0,6,66,Never Here,20-Oct-17,0,2,1,tbd
Drama,5,0,11,66,Glassland,12-Feb-16,1,0,2,tbd
"Biography,Drama,History,Mystery,Documentary",3,0,8,66,God Knows Where I Am,31-Mar-17,1,0,2,tbd
"Music,Documentary",5,0,13,66,Strange Powers: Stephin Merritt and the Magnetic Fields,27-Oct-10,1,1,1,tbd
Documentary,2,0,7,66,The Monastery: Mr. Vig and the Nun,29-Aug-07,0,0,3,tbd
"Drama,Documentary",4,0,6,65,Windfall,3-Feb-12,0,2,1,tbd
Documentary,3,0,9,65,...So Goes the Nation,4-Oct-06,0,0,3,tbd
Documentary,6,0,11,65,Tying the Knot,1-Oct-04,0,0,3,tbd
"History,Family,Documentary,News",4,0,15,65,Ivory Tower,13-Jun-14,0,0,3,tbd
"Drama,Romance,Short",7,0,14,65,Photograph,17-May-19,0,0,3,tbd
Drama,3,0,4,65,Daughters of the Sun,29-Jul-04,0,0,3,tbd
Drama,4,0,5,64,The Apparition,7-Sep-18,2,0,1,tbd
Drama,8,0,15,64,Guilty by Suspicion,15-Mar-91,1,0,2,tbd
Drama,4,0,9,64,Close to Home,16-Feb-07,0,0,3,tbd
"Action,Drama,Thriller,War",6,1,10,64,Hamburger Hill,28-Aug-87,0,0,3,tbd
Documentary,1,1,11,64,Following Sean,13-Jan-06,0,0,3,tbd
"Drama,Comedy",2,1,7,64,Mongolian Ping Pong,21-Apr-06,1,0,2,tbd
Documentary,4,0,13,64,Pick of the Litter,31-Aug-18,1,0,2,tbd
"Drama,Comedy,Romance,Western",3,1,5,64,The Electric Horseman,21-Dec-79,1,0,2,tbd
Comedy,5,0,7,64,The Long Dumb Road,9-Nov-18,1,2,0,tbd
Drama,3,0,8,64,Bright Future,12-Nov-04,0,1,2,tbd
Documentary,3,1,12,64,The Horse Boy,30-Sep-09,0,0,3,tbd
"Biography,History,Music,Documentary",9,0,11,64,Finding Fela!,1-Aug-14,0,0,3,tbd
Drama,3,0,4,64,Medeas,16-Jan-15,0,1,2,tbd
"Biography,Drama",2,0,6,63,Noble,8-May-15,0,1,2,tbd
"Drama,Romance",5,0,4,63,Who's That Knocking at My Door?,8-Sep-68,0,0,3,tbd
Documentary,5,0,9,63,A State of Mind,10-Aug-05,0,0,3,tbd
Documentary,5,0,12,62,"Lipstick & Dynamite, Piss & Vinegar: The First Ladies of Wrestling",25-Mar-05,0,0,3,tbd
Documentary,5,0,8,61,Vajra Sky Over Tibet,8-Sep-06,0,0,3,tbd
"Biography,Comedy",4,1,9,61,Haute Cuisine,20-Sep-13,2,0,1,tbd
Drama,5,0,5,61,Hideaway (Le refuge),10-Sep-10,0,1,2,tbd
Documentary,5,0,4,60,XY Chelsea,10-May-19,0,2,1,tbd
Documentary,1,1,5,60,Alice Neel,20-Apr-07,0,0,3,tbd
"Drama,Romance",5,0,4,60,The Other Half,10-Mar-17,0,1,2,tbd
"Drama,Romance",4,0,6,60,Anything,11-May-18,0,0,3,tbd
Drama,8,1,10,60,Bride Flight,10-Jun-11,2,1,0,tbd
"Drama,Thriller,Crime",7,0,6,59,Les amants criminels,21-Jul-00,1,0,2,tbd
"Biography,Drama,Thriller",5,0,3,58,Driven,16-Aug-19,1,0,2,tbd
Thriller,10,0,12,58,Them That Follow,2-Aug-19,0,1,2,tbd
"Drama,War",6,2,5,58,Bat*21,21-Oct-88,1,0,2,tbd
"Action,Thriller,Crime",5,1,6,58,The Prey,7-Jun-13,1,0,2,tbd
"Drama,Mystery,Comedy",6,0,3,57,The Missing Person,20-Nov-09,1,0,2,tbd
"Drama,Comedy",3,4,14,57,Color Me Kubrick,23-Mar-07,0,0,3,tbd
Documentary,4,1,6,57,little man,28-Oct-05,0,1,2,tbd
Drama,5,3,5,57,Viper Club,26-Oct-18,1,0,2,tbd
Drama,5,0,5,57,Cirkus Columbia,17-Feb-12,0,1,2,tbd
Drama,9,2,10,57,In the Name of My Daughter,8-May-15,1,1,1,tbd
"Adventure,Drama,Western",3,5,7,57,Heaven's Gate,19-Nov-80,0,2,1,tbd
"Drama,War",12,0,4,56,The Yellow Birds,15-Jun-18,0,0,3,tbd
"Drama,Mystery,Thriller",7,1,4,56,The Monk,8-Mar-13,3,0,0,tbd
Drama,6,0,4,56,Alex of Venice,17-Apr-15,1,0,2,tbd
"Comedy,Romance",7,1,7,56,After Midnight,3-Dec-04,1,0,2,tbd
"Drama,History,War",4,0,3,56,Perlasca: The Courage of a Just Man,15-Apr-05,0,0,3,tbd
"Drama,Documentary",2,2,3,56,The Human Surge,3-Mar-17,1,0,2,tbd
Comedy,6,2,13,56,A Very Brady Sequel,23-Aug-96,1,0,2,tbd
Drama,4,0,3,55,A Bag of Marbles,23-Mar-18,1,0,2,tbd
"Biography,Music,Documentary",4,2,5,55,It's About You,4-Jan-12,1,1,1,tbd
Drama,11,0,3,55,Gun Hill Road,5-Aug-11,0,0,3,tbd
Horror,4,1,4,54,SiREN,2-Dec-16,1,0,2,tbd
"Biography,Drama",6,1,5,54,Cézanne et Moi,31-Mar-17,2,0,1,tbd
Drama,5,3,9,54,Some Velvet Morning,13-Dec-13,1,0,2,tbd
"Drama,Thriller,Romance",5,1,5,54,Allure,16-Mar-18,1,1,1,tbd
"Music,Documentary",7,1,7,54,CSNY/Déjà Vu,25-Jul-08,0,0,3,tbd
Documentary,4,1,2,53,In Satmar Custody,6-Apr-05,0,1,2,tbd
"Action,Adventure,Biography,Drama",5,1,4,52,Milarepa,7-Sep-07,0,0,3,tbd
Drama,5,1,7,52,Who Do You Love,9-Apr-10,0,0,3,tbd
Drama,5,2,5,52,Three Days of Rain,30-Sep-05,0,0,3,tbd
"Drama,Thriller",4,4,7,51,Macbeth,15-Jun-07,2,0,1,tbd
Drama,7,1,3,51,In Our Nature,7-Dec-12,1,1,1,tbd
"Biography,Drama",13,1,5,51,Trial by Fire,17-May-19,0,1,2,tbd
Adventure,4,1,3,50,Burn Your Maps,21-Jun-19,0,1,2,tbd
"Drama,Comedy",6,0,2,50,Six Dance Lessons in Six Weeks,12-Dec-14,0,1,2,tbd
"Drama,War,Music",6,1,2,50,All My Loved Ones,14-Aug-02,0,0,3,tbd
"Drama,Comedy",9,4,10,50,Introducing the Dwights,4-Jul-07,1,1,1,tbd
"Drama,Fantasy,Comedy,Romance",7,6,6,49,The Price of Milk,16-Feb-01,0,0,3,tbd
Thriller,2,3,4,49,They Remain,2-Mar-18,0,0,3,tbd
"Drama,Mystery,Crime",10,3,3,49,Out of Blue,22-Mar-19,2,0,1,tbd
"Drama,Comedy",8,2,5,49,Adult Life Skills,18-Jan-19,0,2,1,tbd
"Comedy,Romance",6,1,2,48,Gerontophilia,1-May-15,2,1,0,tbd
"Comedy,Romance,Crime",11,4,7,48,Lucky Break,5-Apr-02,0,0,3,tbd
Drama,7,2,3,48,Virgin,3-Sep-04,0,1,2,tbd
Documentary,7,2,4,48,To the Arctic,20-Apr-12,0,1,2,tbd
"Drama,Thriller,Romance",9,0,1,48,October Gale,6-Mar-15,2,0,1,tbd
"Comedy,Romance,Musical",9,3,7,47,Cote d'Azur,9-Sep-05,0,1,2,tbd
"Drama,Comedy",7,2,3,47,Full Grown Men,25-Jun-08,0,1,2,tbd
"Adventure,Biography,Drama,History",11,4,6,47,1492: Conquest of Paradise,9-Oct-92,3,0,0,tbd
Drama,8,2,6,47,The Architect,1-Dec-06,1,1,1,tbd
Drama,10,5,7,47,Nostalgia,16-Feb-18,1,1,1,tbd
Drama,6,1,3,46,The Tenants,3-Feb-06,0,1,2,tbd
Drama,6,1,1,46,3 Dancing Slaves,2-Sep-05,2,0,1,tbd
Comedy,6,0,1,45,White on Rice,11-Sep-09,1,0,2,tbd
Comedy,5,2,1,45,Rosencrantz and Guildenstern Are Undead,4-Jun-10,2,0,1,tbd
"Drama,Romance,War",8,2,3,44,Where Hands Touch,14-Sep-18,0,1,2,tbd
"Drama,Comedy",9,3,2,44,Dough,29-Apr-16,1,1,1,tbd
Comedy,10,2,6,44,The Closer You Get,25-Feb-00,0,0,3,tbd
Drama,8,5,2,43,The Young Unknowns,11-Apr-03,0,0,3,tbd
"Thriller,Crime",5,2,1,42,Breaking the Girls,26-Jul-13,1,1,1,tbd
Action,3,2,2,42,Midnight Eagle,23-Nov-07,1,1,1,tbd
"Action,Drama,Mystery,Thriller,Crime",3,4,0,42,Killerman,30-Aug-19,0,0,3,tbd
"Action,Sci-Fi,Horror,Comedy",2,3,3,42,The Toxic Avenger,11-Apr-86,0,1,2,tbd
Drama,5,1,1,41,White Rabbit,13-Feb-15,3,0,0,tbd
"Mystery,Thriller",6,1,1,41,A Dark Place,12-Apr-19,0,1,2,tbd
"Biography,Drama",5,2,1,41,Sal,1-Nov-13,0,2,1,tbd
Comedy,5,5,2,41,Being Frank,14-Jun-19,1,1,1,tbd
Documentary,6,4,4,41,Sarah Palin: You Betcha!,30-Sep-11,0,3,0,tbd
"Drama,Mystery,Thriller,Crime",8,0,1,41,Hate Crime,16-Mar-06,0,1,2,tbd
Comedy,8,3,3,41,Never Been Thawed,7-Oct-05,0,0,3,tbd
Thriller,5,2,2,41,The Forgiven,9-Mar-18,1,0,2,tbd
Comedy,11,1,1,40,Ceremony,8-Apr-11,1,1,1,tbd
"Action,Fantasy,Horror",8,4,2,40,Nightbreed,16-Feb-90,1,0,2,tbd
"Drama,Romance",8,6,3,40,From the Land of the Moon,28-Jul-17,0,1,2,tbd
Drama,6,3,4,39,Twist,21-May-04,0,0,3,tbd
"Drama,Comedy,Romance",4,3,2,39,Confusion of Genders,4-Jul-03,0,0,3,tbd
Horror,3,3,1,37,Psychopaths,1-Dec-17,3,0,0,tbd
"Drama,Comedy",6,8,7,36,Stardom,27-Oct-00,1,0,2,tbd
"Fantasy,Comedy,Romance",5,3,1,36,Swing,18-Jun-04,0,0,3,tbd
"Action,Thriller,Comedy,Crime",7,2,0,36,Action Jackson,12-Feb-88,1,0,2,tbd
Drama,8,5,2,36,Circuit,26-Apr-02,0,1,2,tbd
"Comedy,Romance",4,3,1,36,We'll Never Have Paris,22-Jan-15,2,1,0,tbd
"Drama,Fantasy,Comedy",5,9,4,33,Being Human,6-May-94,0,1,2,tbd
"Drama,Mystery,Thriller,Horror",2,5,1,33,Amnesiac,14-Aug-15,3,0,0,tbd
Drama,6,6,1,33,The Christmas Candle,22-Nov-13,0,0,3,tbd
"Drama,Thriller",6,3,0,32,The 11th Hour,12-Jun-15,0,3,0,tbd
Comedy,5,2,0,31,6 Month Rule,1-Jun-12,1,2,0,tbd
"Action,Mystery,Thriller,Crime",5,6,0,31,The Presidio,10-Jun-88,1,1,1,tbd
Adventure,2,5,0,29,Chander Pahar (Mountains Of The Moon),10-Jan-14,0,2,1,tbd
"Drama,Comedy",4,4,1,28,"Literally, Right Before Aaron",29-Sep-17,0,1,2,tbd
"Drama,Comedy",2,7,0,24,Chloe and Theo,4-Sep-15,0,1,2,tbd
"Comedy,Romance",2,10,0,20,30 Beats,20-Jul-12,1,1,1,tbd
"Drama,Comedy,Music",0,0,23,96,Nashville,11-Jun-75,0,0,2,tbd
"Adventure,Drama,Western",0,0,15,93,Stagecoach,3-Mar-39,0,0,2,tbd
"Drama,Romance,Musical",3,0,14,84,An American in Paris,11-Nov-51,0,0,2,tbd
Documentary,1,0,12,82,Carmine Street Guitars,24-Apr-19,1,1,0,tbd
Documentary,1,0,9,81,Cousin Jules,27-Nov-13,0,0,2,tbd
"Drama,Comedy",0,0,17,81,Living in Oblivion,21-Jul-95,0,0,2,tbd
"War,Documentary",0,0,13,80,Midnight Traveler,18-Sep-19,1,0,1,tbd
Drama,0,0,7,80,All Is Well,6-Jun-19,1,0,1,tbd
"Adventure,Drama,History",5,0,6,79,Quest for Fire,12-Feb-82,1,1,0,tbd
Drama,0,0,12,79,Hotel by the River,15-Feb-19,0,0,2,tbd
Drama,2,0,26,79,Two Family House,6-Oct-00,1,0,1,tbd
"Biography,Music,Documentary",1,0,13,78,"Love, Antosha",2-Aug-19,0,1,1,tbd
"Biography,History,Documentary",0,0,10,78,Henri Langlois: The Phantom of the Cinematheque,12-Oct-05,0,0,2,tbd
"Drama,Crime,Documentary,News",0,0,13,78,Hooligan Sparrow,22-Jul-16,1,0,1,tbd
Documentary,2,0,7,77,Home of the Brave,27-Oct-04,0,0,2,tbd
"Music,Documentary",2,0,17,77,Presenting Princess Shaw,27-May-16,0,0,2,tbd
"History,Documentary",1,0,6,77,"Sobibór, 14 octobre 1943, 16 heures",12-Oct-01,1,0,1,tbd
"Music,Documentary",0,0,8,76,Miles Davis: Birth of the Cool,23-Aug-19,0,1,1,tbd
"Drama,Romance",3,0,8,76,A Place in the Sun,14-Aug-51,0,0,2,tbd
"Comedy,Romance,Music",2,0,13,76,House Party,9-Mar-90,0,0,2,tbd
"Music,Documentary",0,0,12,76,Anita O'Day: The Life of a Jazz Singer,15-Aug-08,0,0,2,tbd
Documentary,3,1,11,75,Time to Choose,3-Jun-16,0,0,2,tbd
"Drama,Sport,Documentary",1,0,11,75,Ballplayer: Pelotero,13-Jul-12,0,0,2,tbd
"Drama,Documentary",1,1,10,75,Notes on Blindness,16-Nov-16,0,0,2,tbd
"Adventure,Drama,Western",0,0,7,75,Jeremiah Johnson,12-May-72,0,1,1,tbd
Documentary,1,0,10,75,Under The Wire,16-Nov-18,0,0,2,tbd
"Drama,Crime,Documentary,News",2,1,14,75,Kids for Cash,7-Feb-14,0,0,2,tbd
Documentary,1,0,14,75,Another Road Home,29-Apr-05,0,0,2,tbd
"Music,Documentary",2,1,9,75,Down from the Mountain,15-Jun-01,0,0,2,tbd
Documentary,1,0,7,74,Very Semi-Serious,20-Nov-15,0,0,2,tbd
Documentary,1,0,14,74,Raise Hell: The Life & Times of Molly Ivins,30-Aug-19,0,1,1,tbd
Comedy,0,0,7,74,Egg,18-Jan-19,0,2,0,tbd
Documentary,1,0,6,73,Chisholm '72: Unbought & Unbossed,24-Sep-04,0,0,2,tbd
Drama,1,0,8,73,Werewolf,1-Mar-18,0,0,2,tbd
Documentary,0,0,11,73,The Fall of Fujimori,18-Jan-06,0,0,2,tbd
Documentary,1,0,9,73,Sky Ladder: The Art of Cai Guo-Qiang,14-Oct-16,1,1,0,tbd
Documentary,2,0,7,73,Knuckleball!,21-Sep-12,0,0,2,tbd
"Action,History,Documentary,News",1,0,6,73,Uprising (2013),11-Jan-13,0,0,2,tbd
Documentary,2,0,9,72,Berlin,18-Jul-08,0,0,2,tbd
Documentary,3,0,6,72,Full Battle Rattle,9-Jul-08,0,0,2,tbd
Documentary,3,0,12,72,The Great Invisible,29-Oct-14,1,0,1,tbd
Drama,2,0,5,72,When I Saw You,15-Jan-14,0,0,2,tbd
Drama,2,0,10,72,Dormant Beauty,6-Jun-14,0,0,2,tbd
"Drama,Comedy,Romance",3,0,8,71,Thirst Street,20-Sep-17,0,0,2,tbd
"Comedy,Romance,Musical",1,0,7,71,On the Town,30-Dec-49,0,0,2,tbd
Drama,1,0,8,70,"Never Steady, Never Still",22-Jun-18,1,0,1,tbd
Drama,5,0,7,70,Sworn Virgin,22-Apr-16,0,1,1,tbd
Documentary,7,0,15,70,Where's My Roy Cohn?,20-Sep-19,1,0,1,tbd
"Drama,War",5,0,8,70,The Duellists,13-Jan-78,0,0,2,tbd
Drama,1,0,9,70,Our Father,20-Feb-04,0,0,2,tbd
"Drama,Comedy",1,0,25,70,Bob Roberts,4-Sep-92,0,1,1,tbd
"Drama,Romance,Music",1,0,10,70,Gabrielle,4-Jul-14,0,0,2,tbd
"Comedy,Documentary",1,0,6,70,Wait for Your Laugh,3-Nov-17,0,0,2,tbd
"Biography,Documentary",2,1,26,69,The Eyes of Tammy Faye,21-Jul-00,0,0,2,tbd
"Drama,Romance",2,0,6,69,Youth,15-Dec-17,0,0,2,tbd
"Music,Animation,Family,Musical",2,0,5,69,Melody Time,27-May-48,2,0,0,tbd
"Comedy,Romance",1,2,4,68,10,5-Oct-79,1,0,1,tbd
"Action,Thriller,Comedy,Crime",1,0,6,68,Police Story 2 (1988),8-Mar-19,1,0,1,tbd
"Drama,History,Comedy,Crime",3,0,8,68,The President's Last Bang,14-Oct-05,0,0,2,tbd
"Drama,Thriller",7,0,12,68,A Dry White Season,20-Sep-89,0,1,1,tbd
"Adventure,Drama,Family",2,0,5,67,Storm Boy,5-Apr-19,0,0,2,tbd
"Music,Documentary",1,0,6,67,Pianomania,4-Nov-11,1,0,1,tbd
Comedy,2,0,6,67,Harmony and Me,18-Sep-09,0,0,2,tbd
"Drama,Romance,Family,Musical",4,0,9,67,Fiddler on the Roof,3-Nov-71,0,0,2,tbd
Documentary,1,0,6,67,The Spy Behind Home Plate,24-May-19,0,0,2,tbd
"History,Thriller,Crime,Documentary",3,0,9,66,Smash & Grab: The Story of the Pink Panthers,31-Jul-13,1,0,1,tbd
Drama,3,0,5,66,Mosquita y Mari,3-Aug-12,0,0,2,tbd
Documentary,3,0,4,66,E-Team,22-Oct-14,0,1,1,tbd
"Biography,History,Documentary",3,0,8,66,Norman Lear: Just Another Version of You,8-Jul-16,1,0,1,tbd
"History,Documentary",3,0,6,65,"White King, Red Rubber, Black Death",21-Oct-05,1,0,1,tbd
Documentary,4,0,5,65,They Call Us Monsters,20-Jan-17,0,0,2,tbd
Drama,5,0,8,65,Touch Me Not,11-Jan-19,0,0,2,tbd
"Mystery,Thriller,Horror",3,0,7,65,Don't Leave Home,14-Sep-18,1,1,0,tbd
"History,Documentary",4,1,11,64,Teenage,14-Mar-14,1,0,1,tbd
Documentary,2,0,6,64,Sister Helen,24-Oct-03,0,0,2,tbd
"Drama,Crime",3,0,6,64,West of Sunshine,18-Jan-19,0,0,2,tbd
"Thriller,Comedy",4,0,3,64,Tip Top,12-Dec-14,0,1,1,tbd
Documentary,5,0,9,64,Last Call at the Oasis,4-May-12,1,0,1,tbd
"Drama,Thriller",5,0,7,64,Low Tide,4-Oct-19,1,1,0,tbd
Documentary,4,0,8,63,Persons of Interest,3-Sep-04,0,1,1,tbd
Drama,2,1,6,63,Hannah,23-Feb-18,1,0,1,tbd
"Biography,Sport,Documentary",3,0,4,63,Klitschko,21-Oct-11,0,0,2,tbd
Drama,7,0,6,63,Little Jerusalem,27-Jan-06,0,0,2,tbd
"Drama,Comedy,Romance",4,0,5,63,Seoul Searching,17-Jun-16,1,0,1,tbd
Comedy,5,0,6,62,Night Shift,30-Jul-82,0,0,2,tbd
"Drama,Documentary",3,0,7,62,Dreams of a Life,3-Aug-12,1,0,1,tbd
"Drama,Fantasy,Horror",4,0,6,62,We Are the Flesh,13-Jan-17,1,1,0,tbd
Documentary,5,1,11,62,The Last Mountain,3-Jun-11,0,1,1,tbd
"Music,Documentary",6,0,10,62,Girls Rock!,7-Mar-08,0,0,2,tbd
"Drama,Romance",5,0,8,62,Princesa,7-Dec-01,0,0,2,tbd
"Documentary,News",2,1,5,62,Farmageddon,8-Jul-11,0,0,2,tbd
"Drama,Comedy",6,0,10,61,Before You Know It,30-Aug-19,0,1,1,tbd
Documentary,2,0,5,61,The Quest of Alain Ducasse,8-Jun-18,0,0,2,tbd
Documentary,3,2,7,61,The Backyard,29-Aug-03,1,0,1,tbd
"Drama,Comedy",4,0,4,61,Bicycling With Molière,23-Apr-14,1,0,1,tbd
Documentary,4,1,6,60,Resurrect Dead: The Mystery of the Toynbee Tiles,2-Sep-11,0,0,2,tbd
Drama,9,0,8,60,Mrs. Hyde,27-Apr-18,0,1,1,tbd
Documentary,5,0,3,59,The Outrageous Sophie Tucker,24-Jul-15,0,1,1,tbd
"Drama,Music",7,2,12,59,Mr. Holland's Opus,19-Jan-96,0,1,1,tbd
"Drama,Comedy,Romance",7,2,11,59,Love! Valour! Compassion!,16-May-97,1,0,1,tbd
Mystery,3,0,4,59,A Land Imagined,12-Apr-19,0,1,1,tbd
"Drama,Thriller",4,0,5,59,24 Days,24-Apr-15,0,0,2,tbd
Documentary,5,0,3,58,Where Soldiers Come From,9-Sep-11,0,1,1,tbd
Drama,1,2,4,58,Bottom of the 9th,19-Jul-19,0,1,1,tbd
